,name,company,year,Price,kms_driven,fuel_type
483,Maruti Suzuki Wagon,Maruti,2010-01-01,225000,40000.0,Petrol
484,Maruti Suzuki Swift,Maruti,2006-01-01,189700,48247.0,Petrol
485,Maruti Suzuki Ertiga,Maruti,2012-01-01,389700,39000.0,Diesel
486,Maruti Suzuki Swift,Maruti,2014-01-01,365000,23000.0,Petrol
487,Maruti Suzuki Alto,Maruti,2017-01-01,360000,9400.0,Petrol
488,Hyundai i20 Magna,Hyundai,2010-01-01,210000,50000.0,Petrol
489,Hyundai i10 Magna,Hyundai,2009-01-01,170000,75000.0,Petrol
490,Tata Zest XE,Tata,2017-01-01,380000,70000.0,Diesel
491,Mahindra Xylo E8,Mahindra,2009-01-01,295000,64000.0,Diesel
492,Toyota Corolla Altis,Toyota,2010-01-01,185000,55000.0,Petrol
493,Tata Manza Aqua,Tata,2014-01-01,160000,200000.0,Diesel
494,Renault Kwid 1.0,Renault,2018-01-01,290000,2137.0,Petrol
495,Tata Venture EX,Tata,2013-01-01,100000,30000.0,Diesel
496,Maruti Suzuki Swift,Maruti,2014-01-01,315000,44000.0,Petrol
497,Skoda Octavia Classic,Skoda,2006-01-01,114990,65000.0,Diesel
498,Maruti Suzuki Omni,Maruti,2012-01-01,120000,160000.0,LPG
499,Chevrolet Beat Diesel,Chevrolet,2011-01-01,125000,56000.0,Diesel
500,Tata Sumo Gold,Tata,2012-01-01,210000,75000.0,Diesel
501,Hyundai Verna 1.6,Hyundai,2018-01-01,855000,42000.0,Diesel
502,Mahindra Scorpio 2.6,Mahindra,2007-01-01,260000,56000.0,Diesel
503,Maruti Suzuki Zen,Maruti,2002-01-01,95000,10544.0,Petrol
504,Maruti Suzuki Swift,Maruti,2011-01-01,255000,64000.0,Petrol
505,Mahindra Scorpio SLX,Mahindra,2008-01-01,300000,70000.0,Diesel
506,Hyundai Grand i10,Hyundai,2014-01-01,340000,25000.0,Petrol
507,Hyundai Elite i20,Hyundai,2017-01-01,550000,15000.0,Petrol
508,Ford Ikon 1.6,Ford,2003-01-01,60000,50000.0,Petrol
509,Toyota Innova 2.5,Toyota,2011-01-01,750000,147000.0,Diesel
510,Nissan Sunny XL,Nissan,2011-01-01,230000,52000.0,Petrol
511,Chevrolet Beat LT,Chevrolet,2012-01-01,130000,90001.0,Diesel
512,Maruti Suzuki Alto,Maruti,2017-01-01,270000,21000.0,Petrol
513,Maruti Suzuki Swift,Maruti,2012-01-01,280000,48006.0,Diesel
514,Maruti Suzuki Swift,Maruti,2012-01-01,280000,48006.0,Diesel
515,Toyota Innova 2.0,Toyota,2012-01-01,600000,80000.0,Diesel
516,Maruti Suzuki Swift,Maruti,2010-01-01,190000,74000.0,Diesel
517,Hyundai Elite i20,Hyundai,2015-01-01,500000,22000.0,Petrol
518,Mahindra XUV500 W10,Mahindra,2016-01-01,1065000,41000.0,Diesel
519,Volkswagen Polo Trendline,Volkswagen,2015-01-01,350000,25000.0,Diesel
520,Toyota Etios Liva,Toyota,2012-01-01,350000,85000.0,Diesel
521,Mahindra TUV300 T4,Mahindra,2016-01-01,540000,29500.0,Diesel
522,Hyundai Elite i20,Hyundai,2015-01-01,470000,30000.0,Petrol
523,Hyundai Santro Xing,Hyundai,2014-01-01,179000,57000.0,Petrol
524,Maruti Suzuki Zen,Maruti,2003-01-01,48000,60000.0,Petrol
525,Maruti Suzuki Ciaz,Maruti,2016-01-01,650000,50000.0,Petrol
526,Hyundai Eon Era,Hyundai,2013-01-01,190000,39700.0,Petrol
527,Hyundai Elantra 1.8,Hyundai,2012-01-01,500000,65000.0,Petrol
528,Maruti Suzuki Swift,Maruti,2010-01-01,270000,67000.0,Diesel
529,Maruti Suzuki Zen,Maruti,2008-01-01,125000,46000.0,Petrol
530,Hyundai Eon Era,Hyundai,2012-01-01,188000,38000.0,Petrol
531,Hyundai Grand i10,Hyundai,2016-01-01,380000,27000.0,Petrol
532,Hyundai Verna Fluidic,Hyundai,2011-01-01,365000,43000.0,Diesel
533,Ford EcoSport Trend,Ford,2014-01-01,465000,47000.0,Petrol
534,Hyundai i20 Magna,Hyundai,2011-01-01,240000,42000.0,Petrol
535,Chevrolet Beat Diesel,Chevrolet,2016-01-01,179999,19336.0,Diesel
536,Tata Indica eV2,Tata,2015-01-01,140000,60105.0,Diesel
537,Jaguar XF 2.2,Jaguar,2013-01-01,2190000,29000.0,Diesel
538,Audi Q5 2.0,Audi,2014-01-01,2390000,34000.0,Diesel
539,BMW 3 Series,BMW,2011-01-01,1075000,35000.0,Diesel
540,Maruti Suzuki Swift,Maruti,2015-01-01,475000,22000.0,Petrol
541,BMW X1 sDrive20d,BMW,2012-01-01,1025000,41000.0,Diesel
542,Maruti Suzuki S,Maruti,2016-01-01,615000,21000.0,Diesel
543,Maruti Suzuki Ertiga,Maruti,2013-01-01,475000,48000.0,Diesel
544,Maruti Suzuki Alto,Maruti,2016-01-01,270000,38000.0,Petrol
545,Honda City SV,Honda,2014-01-01,475000,34000.0,Diesel
546,Volkswagen Vento Comfortline,Volkswagen,2011-01-01,240000,45933.0,Petrol
547,Honda City 1.5,Honda,2005-01-01,120000,68000.0,Petrol
548,Audi A4 2.0,Audi,2016-01-01,1900000,44000.0,Diesel
549,Mahindra KUV100,Mahindra,2017-01-01,360000,35000.0,Diesel
550,Tata Zest XE,Tata,2018-01-01,450000,102563.0,Diesel
551,Mahindra XUV500 W8,Mahindra,2015-01-01,900000,28600.0,Diesel
552,Maruti Suzuki Swift,Maruti,2017-01-01,650000,41800.0,Diesel
553,Tata Sumo Gold,Tata,2014-01-01,275000,116000.0,Diesel
554,Maruti Suzuki Swift,Maruti,2009-01-01,210000,59000.0,Petrol
555,Mahindra Scorpio 2.6,Mahindra,2004-01-01,175000,58000.0,Diesel
556,Maruti Suzuki Omni,Maruti,2009-01-01,85000,45000.0,Petrol
557,Mitsubishi Pajero Sport,Mitsubishi,2015-01-01,1490000,42590.0,Diesel
558,Renault Duster,Renault,2014-01-01,800000,7400.0,Diesel
559,Volkswagen Jetta Comfortline,Volkswagen,2009-01-01,450000,54500.0,Diesel
560,Maruti Suzuki Ertiga,Maruti,2012-01-01,1000000,200000.0,Diesel
561,Audi A4 2.0,Audi,2013-01-01,1510000,27000.0,Diesel
562,Volvo S80 Summum,Volvo,2015-01-01,1850000,42000.0,Diesel
563,Toyota Corolla Altis,Toyota,2014-01-01,790000,29000.0,Petrol
564,Mitsubishi Pajero Sport,Mitsubishi,2015-01-01,1725000,37000.0,Diesel
565,Chevrolet Beat LT,Chevrolet,2012-01-01,135000,36000.0,Petrol
566,BMW X1,BMW,2011-01-01,1000000,34000.0,Diesel
567,Datsun Redi GO,Datsun,2018-01-01,299999,7000.0,Petrol
568,Mercedes Benz C,Mercedes,2009-01-01,1225000,76000.0,Diesel
569,Mahindra Scorpio SLX,Mahindra,2004-01-01,175000,60000.0,Diesel
570,Volkswagen Vento Comfortline,Volkswagen,2011-01-01,200000,95000.0,Diesel
571,Tata Indigo CS,Tata,2017-01-01,270000,50000.0,Diesel
572,Ford Figo Petrol,Ford,2019-01-01,525000,0.0,Petrol
573,Honda City ZX,Honda,2006-01-01,180000,50000.0,Petrol
574,Maruti Suzuki Wagon,Maruti,2008-01-01,140000,68000.0,Petrol
575,Ford EcoSport Trend,Ford,2014-01-01,400000,16000.0,Petrol
576,Maruti Suzuki Swift,Maruti,2016-01-01,499000,51000.0,Diesel
577,Maruti Suzuki Omni,Maruti,2009-01-01,85000,56000.0,Petrol
578,Maruti Suzuki Zen,Maruti,2004-01-01,70000,100000.0,Petrol
579,Renault Duster RxL,Renault,2015-01-01,550000,36000.0,Petrol
580,Maruti Suzuki Swift,Maruti,2014-01-01,370000,11523.0,Petrol
581,Maruti Suzuki Baleno,Maruti,2018-01-01,690000,1000.0,Petrol
582,Honda WR V,Honda,2009-01-01,250000,60000.0,Petrol
583,Tata Indigo CS,Tata,2016-01-01,110000,85000.0,Diesel
584,Renault Duster 110,Renault,2013-01-01,490000,38600.0,Diesel
585,Mahindra Scorpio LX,Mahindra,2009-01-01,320000,95500.0,Diesel
586,Maruti Suzuki Zen,Maruti,2004-01-01,68000,56000.0,Petrol
587,Maruti Suzuki Wagon,Maruti,2014-01-01,130000,37458.0,Petrol
588,Maruti Suzuki SX4,Maruti,2016-01-01,970000,85960.0,Diesel
589,Audi A3 Cabriolet,Audi,2015-01-01,3100000,12516.0,Petrol
590,Hyundai Eon D,Hyundai,2018-01-01,280000,35000.0,Petrol
591,Maruti Suzuki Zen,Maruti,2009-01-01,125000,0.0,Petrol
592,Mahindra Scorpio SLX,Mahindra,2008-01-01,285000,80000.0,Diesel
593,Hyundai Santro AE,Hyundai,2011-01-01,165000,45000.0,Petrol
594,Maruti Suzuki Swift,Maruti,2009-01-01,250000,51000.0,Diesel
595,Mahindra Xylo D2,Mahindra,2011-01-01,390000,48000.0,Diesel
596,Hyundai Santro,Hyundai,2003-01-01,60000,51000.0,Petrol
597,Chevrolet Beat LT,Chevrolet,2015-01-01,215000,90000.0,Diesel
598,Maruti Suzuki Swift,Maruti,2015-01-01,475000,43000.0,Diesel
599,Mahindra XUV500 W8,Mahindra,2015-01-01,899000,53000.0,Diesel
600,Toyota Fortuner 3.0,Toyota,2013-01-01,1499000,97000.0,Diesel
601,Maruti Suzuki Alto,Maruti,2013-01-01,240000,20000.0,Petrol
602,Hyundai Getz GLE,Hyundai,2007-01-01,99000,55000.0,Petrol
603,Maruti Suzuki Swift,Maruti,2014-01-01,260000,120000.0,Diesel
604,Hyundai Creta 1.6,Hyundai,2019-01-01,1200000,0.0,Petrol
605,Hyundai Santro Xing,Hyundai,2007-01-01,115000,46000.0,Petrol
606,Hyundai Santro Xing,Hyundai,2009-01-01,88000,43200.0,Petrol
607,Mahindra Xylo D2,Mahindra,2011-01-01,390000,56000.0,Diesel
608,Hyundai Santro Xing,Hyundai,2007-01-01,135000,42000.0,Petrol
609,Tata Indica V2,Tata,2009-01-01,90000,30600.0,Diesel
610,Hyundai i10 Sportz,Hyundai,2011-01-01,220000,38000.0,Petrol
611,Hyundai Grand i10,Hyundai,2017-01-01,424999,2550.0,Petrol
612,Hyundai Santro Xing,Hyundai,2007-01-01,135000,47000.0,Petrol
613,Honda City 1.5,Honda,2005-01-01,95000,41000.0,Petrol
614,Nissan Micra XL,Nissan,2017-01-01,430000,62500.0,Diesel
615,Honda City 1.5,Honda,2005-01-01,115000,68000.0,Petrol
616,Maruti Suzuki Alto,Maruti,2015-01-01,215000,50000.0,Petrol
617,Maruti Suzuki Wagon,Maruti,2004-01-01,53000,69000.0,Petrol
618,Maruti Suzuki Ertiga,Maruti,2012-01-01,500000,48000.0,Diesel
619,Tata Indica eV2,Tata,2012-01-01,85000,55000.0,Diesel
620,Maruti Suzuki Omni,Maruti,2013-01-01,165000,25000.0,Petrol
621,Hyundai Eon Era,Hyundai,2014-01-01,200000,28400.0,Petrol
622,Hyundai Eon,Hyundai,2014-01-01,200000,28000.0,Petrol
623,Maruti Suzuki Swift,Maruti,2015-01-01,425000,42000.0,Diesel
624,Hyundai Verna 1.6,Hyundai,2012-01-01,600000,29000.0,Diesel
625,Chevrolet Tavera LS,Chevrolet,2005-01-01,130000,68485.0,Diesel
626,Tata Tiago Revotron,Tata,2018-01-01,430000,3500.0,Petrol
627,Tata Tiago Revotorq,Tata,2019-01-01,568500,0.0,Petrol
628,Maruti Suzuki Zen,Maruti,2006-01-01,71000,32000.0,Petrol
629,Mahindra KUV100 K8,Mahindra,2018-01-01,560000,8000.0,Diesel
630,Ford EcoSport Titanium,Ford,2014-01-01,590000,34000.0,Diesel
631,Hindustan Motors Ambassador,Hindustan,1995-01-01,750000,37000.0,Petrol
632,Ford Fusion 1.4,Ford,2007-01-01,125000,85455.0,Diesel
633,Hyundai Santro Xing,Hyundai,2007-01-01,135000,46000.0,Petrol
634,Hyundai Santro,Hyundai,2002-01-01,60000,47000.0,Petrol
635,Fiat Linea Emotion,Fiat,2009-01-01,120000,64000.0,Petrol
636,Ford Ikon 1.3,Ford,2008-01-01,95000,46000.0,Petrol
637,Maruti Suzuki Omni,Maruti,2017-01-01,240000,8000.0,Petrol
638,Tata Indica V2,Tata,2012-01-01,115000,64000.0,Diesel
639,Mahindra Scorpio S4,Mahindra,2015-01-01,795000,63000.0,Diesel
640,Hyundai Santro Xing,Hyundai,2007-01-01,55000,65000.0,Petrol
641,Mahindra Xylo D2,Mahindra,2009-01-01,300000,62000.0,Diesel
642,Hyundai Grand i10,Hyundai,2014-01-01,320000,41000.0,Petrol
643,Maruti Suzuki Alto,Maruti,2015-01-01,265000,14000.0,Petrol
644,Toyota Corolla,Toyota,2006-01-01,160000,40000.0,Petrol
645,Hyundai Eon Magna,Hyundai,2017-01-01,300000,1600.0,Petrol
646,Tata Sumo Grande,Tata,2010-01-01,130000,90000.0,Diesel
647,Maruti Suzuki Swift,Maruti,2011-01-01,250000,58000.0,Diesel
648,Volkswagen Polo Highline1.2L,Volkswagen,2013-01-01,380000,27000.0,Petrol
649,Maruti Suzuki Alto,Maruti,2003-01-01,42000,60000.0,Petrol
650,Tata Tiago Revotron,Tata,2017-01-01,400000,31000.0,Petrol
651,Maruti Suzuki Swift,Maruti,2009-01-01,120000,90000.0,Diesel
652,Maruti Suzuki Swift,Maruti,2009-01-01,120000,90000.0,Diesel
653,Tata Indigo eCS,Tata,2016-01-01,130000,150000.0,Diesel
654,Chevrolet Beat LS,Chevrolet,2014-01-01,189000,31000.0,Diesel
655,Mahindra Xylo E8,Mahindra,2011-01-01,365000,43000.0,Diesel
656,Hyundai Eon D,Hyundai,2013-01-01,170000,20000.0,Petrol
657,Tata Sumo Gold,Tata,2013-01-01,215000,100000.0,Petrol
658,Tata Nano,Tata,2013-01-01,60000,7000.0,Petrol
659,Hyundai Elite i20,Hyundai,2017-01-01,599999,31000.0,Petrol
660,Hyundai i10 Magna,Hyundai,2009-01-01,400000,33000.0,Petrol
661,Hyundai Creta,Hyundai,2016-01-01,900000,60000.0,Diesel
662,Volkswagen Polo,Volkswagen,2013-01-01,299999,48000.0,Diesel
663,Maruti Suzuki Dzire,Maruti,2014-01-01,374999,33000.0,Petrol
664,Tata Bolt XM,Tata,2015-01-01,600000,15000.0,Petrol
665,Maruti Suzuki Alto,Maruti,2005-01-01,70000,47000.0,Petrol
666,Maruti Suzuki Alto,Maruti,2005-01-01,100000,40000.0,Petrol
667,Maruti Suzuki Ritz,Maruti,2010-01-01,150000,38000.0,Diesel
668,Maruti Suzuki Alto,Maruti,2017-01-01,225000,12500.0,Petrol
669,Maruti Suzuki Dzire,Maruti,2009-01-01,210000,42000.0,Petrol
670,Hyundai i20 Asta,Hyundai,2014-01-01,425000,31000.0,Petrol
671,Maruti Suzuki Swift,Maruti,2008-01-01,162000,60000.0,Diesel
672,Tata Indica V2,Tata,2005-01-01,60000,80000.0,Diesel
673,Mahindra Scorpio VLX,Mahindra,2014-01-01,650000,77000.0,Diesel
674,Toyota Innova 2.5,Toyota,2012-01-01,750000,75000.0,Diesel
675,Mahindra Xylo E8,Mahindra,2010-01-01,375000,40000.0,Diesel
676,Hyundai i20 Magna,Hyundai,2011-01-01,230000,47000.0,Petrol
677,Maruti Suzuki Omni,Maruti,2000-01-01,35999,60000.0,Petrol
678,Mahindra KUV100,Mahindra,2016-01-01,380000,26500.0,Petrol
679,Mahindra KUV100 K8,Mahindra,2019-01-01,560000,2875.0,Petrol
680,Datsun Go Plus,Datsun,2016-01-01,285000,13900.0,Petrol
681,Ford Endeavor 4x4,Ford,2019-01-01,2900000,9000.0,Diesel
682,Tata Indica V2,Tata,2005-01-01,39999,80000.0,Diesel
683,Hyundai Santro Xing,Hyundai,2006-01-01,85000,60000.0,Petrol
684,Maruti Suzuki Wagon,Maruti,2016-01-01,395000,20000.0,Petrol
685,Maruti Suzuki Swift,Maruti,2008-01-01,175000,58000.0,Diesel
686,Maruti Suzuki Alto,Maruti,2019-01-01,400000,1500.0,Petrol
687,Toyota Innova 2.5,Toyota,2011-01-01,750000,75000.0,Diesel
688,Maruti Suzuki Alto,Maruti,2016-01-01,250000,2450.0,Petrol
689,Maruti Suzuki Alto,Maruti,2019-01-01,425000,1625.0,Petrol
690,Volkswagen Polo Highline1.2L,Volkswagen,2017-01-01,525000,45000.0,Petrol
691,Mahindra Logan,Mahindra,2009-01-01,130000,65000.0,Diesel
692,Maruti Suzuki 800,Maruti,2000-01-01,30000,33400.0,Petrol
693,Mahindra Scorpio,Mahindra,2011-01-01,475000,60123.0,Diesel
694,Chevrolet Sail 1.2,Chevrolet,2013-01-01,300000,28000.0,Petrol
695,Hyundai Santro AE,Hyundai,2003-01-01,60000,70000.0,Petrol
696,Maruti Suzuki Wagon,Maruti,2006-01-01,100000,7000.0,Petrol
697,Hyundai Eon,Hyundai,2018-01-01,260000,25000.0,Petrol
698,Tata Manza,Tata,2015-01-01,100000,100000.0,Diesel
699,Toyota Etios G,Toyota,2013-01-01,265000,42000.0,Petrol
700,Toyota Qualis,Toyota,2003-01-01,180000,100000.0,Diesel
701,Hyundai Santro Xing,Hyundai,2004-01-01,45000,137495.0,Petrol
702,Tata Indica eV2,Tata,2016-01-01,50500,91200.0,Diesel
703,Honda City 1.5,Honda,2009-01-01,270000,55000.0,Petrol
704,Tata Zest XE,Tata,2017-01-01,290000,120000.0,Diesel
705,Mahindra Quanto C4,Mahindra,2013-01-01,325000,63000.0,Diesel
706,Tata Indigo eCS,Tata,2016-01-01,160000,104000.0,Diesel
707,Maruti Suzuki Swift,Maruti,2016-01-01,350000,146000.0,Diesel
708,Hyundai Elite i20,Hyundai,2011-01-01,290000,40000.0,Petrol
709,Hyundai i20 Select,Hyundai,2011-01-01,290000,40000.0,Petrol
710,Chevrolet Tavera Neo,Chevrolet,2007-01-01,465000,100800.0,Diesel
711,Maruti Suzuki Dzire,Maruti,2016-01-01,325000,150000.0,Diesel
712,Hyundai Elite i20,Hyundai,2018-01-01,510000,2100.0,Petrol
713,Honda City VX,Honda,2016-01-01,860000,95000.0,Petrol
714,Maruti Suzuki Dzire,Maruti,2016-01-01,450000,2500.0,Diesel
715,Hyundai Getz,Hyundai,2006-01-01,125000,80000.0,Petrol
716,Mercedes Benz C,Mercedes,2006-01-01,500001,15000.0,Petrol
717,Maruti Suzuki Alto,Maruti,2005-01-01,95000,65000.0,Petrol
718,Skoda Fabia,Skoda,2009-01-01,110000,45000.0,Petrol
719,Maruti Suzuki Ritz,Maruti,2011-01-01,270000,50000.0,Petrol
720,Tata Indica V2,Tata,2009-01-01,110000,30000.0,Diesel
721,Toyota Corolla Altis,Toyota,2009-01-01,300000,132000.0,Petrol
722,Tata Zest XM,Tata,2018-01-01,260000,27000.0,Diesel
723,Mahindra Quanto C8,Mahindra,2013-01-01,390000,40000.0,Diesel
